"","seqnames","start","end","width","strand","n","tx_names"
"1947","PAR",14433031,14443176,10146,"+",4,c("g12572.t1", "g12573.t1", "g12574.t1", "g12575.t1")
"1948","PAR",14444058,14446677,2620,"+",2,c("g12576.t1", "g12577.t1")
"1949","PAR",14447426,14457585,10160,"+",3,c("g12578.t1", "g12579.t1", "g12580.t1")
"1950","PAR",14460059,14477946,17888,"+",6,c("g12581.t1", "g12582.t1", "g12583.t1", "g12584.t1", "g12585.t1", "g12586.t1")
"1951","PAR",14479861,14481725,1865,"+",2,c("g12588.t1", "g12589.t1")
"1952","PAR",14534175,14539165,4991,"+",2,c("g12598.t1", "g12599.t1")
"1953","PAR",14633363,14639936,6574,"-",2,c("g12616.t1", "g12616.t2")
"1954","PAR",14705449,14717732,12284,"+",7,c("g12635.t1", "g12635.t2", "g12636.t1", "g12637.t1", "g12638.t1", "g12639.t1", "g12640.t1")
"1955","PAR",14726605,14731496,4892,"+",2,c("g12644.t1", "g12645.t1")
"1956","PAR",14768763,14778332,9570,"+",3,c("g12656.t1", "g12657.t1", "g12658.t1")
"1957","PAR",14863197,14866836,3640,"-",3,c("g12669.t1", "g12670.t1", "g12671.t1")
"1958","PAR",14919002,14927979,8978,"+",5,c("g12686.t1", "g12687.t1", "g12688.t1", "g12689.t1", "g12690.t1")
"1959","PAR",14929126,14946773,17648,"+",4,c("g12691.t1", "g12692.t2", "g12692.t1", "g12692.t3")
"1960","PAR",14947277,14956460,9184,"+",6,c("g12693.t1", "g12694.t1", "g12695.t1", "g12696.t1", "g12697.t1", "g12698.t1")
"1961","PAR",14962144,14967643,5500,"+",2,c("g12702.t1", "g12702.t2")
"1962","PAR",14973537,14977612,4076,"-",2,c("g12706.t1", "g12706.t2")
"1963","PAR",15060576,15065062,4487,"+",2,c("g12737.t1", "g12737.t2")
"1964","PAR",15076368,15081965,5598,"+",2,c("g12740.t1", "g12740.t2")
"1965","PAR",15095713,15098092,2380,"+",2,c("g12743.t2", "g12743.t1")
"1966","PAR",15108621,15111386,2766,"+",2,c("g12748.t1", "g12749.t1")
"1967","PAR",15144462,15146379,1918,"-",2,c("g12764.t1", "g12765.t1")
"1968","PAR",15167701,15171514,3814,"+",2,c("g12771.t1", "g12772.t1")
"1969","PAR",15193339,15201123,7785,"-",5,c("g12780.t1", "g12781.t1", "g12782.t1", "g12783.t1", "g12784.t1")
"1970","PAR",15223452,15225816,2365,"+",2,c("g12793.t1", "g12794.t1")
"1971","PAR",15228363,15232593,4231,"+",3,c("g12796.t1", "g12797.t1", "g12797.t2")
"1972","PAR",15235918,15242546,6629,"+",5,c("g12798.t1", "g12799.t1", "g12800.t1", "g12801.t1", "g12802.t1")
"1973","PAR",15248067,15252859,4793,"-",4,c("g12805.t1", "g12806.t1", "g12807.t1", "g12807.t2")
"1974","PAR",15252045,15252859,815,"-",2,c("g12807.t1", "g12807.t2")
"1975","PAR",15253723,15261767,8045,"-",3,c("g12809.t1", "g12810.t1", "g12811.t1")
"1976","PAR",15266098,15278749,12652,"+",8,c("g12813.t1", "g12814.t1", "g12815.t1", "g12816.t1", "g12816.t2", "g12817.t1", "g12818.t1", "g12819.t1")
"1977","PAR",15522589,15530070,7482,"-",2,c("g12866.t1", "g12867.t1")
"1978","PAR",15537725,15545970,8246,"-",2,c("g12870.t1", "g12871.t1")
"1979","PAR",15552404,15560530,8127,"-",2,c("g12873.t1", "g12874.t1")
"1980","PAR",15561898,15564090,2193,"-",3,c("g12875.t1", "g12876.t1", "g12876.t2")
"1981","PAR",15628689,15632023,3335,"+",2,c("g12886.t1", "g12887.t1")
"1982","PAR",15632902,15633834,933,"-",2,c("g12888.t1", "g12888.t2")
"1983","PAR",15646837,15650062,3226,"+",2,c("g12891.t1", "g12891.t2")
"1984","PAR",15676454,15679802,3349,"+",2,c("g12898.t1", "g12899.t1")
"1985","PAR",15680033,15683961,3929,"-",2,c("g12900.t1", "g12901.t1")
"1986","PAR",15688385,15694096,5712,"+",3,c("g12904.t1", "g12905.t1", "g12905.t2")
"1987","PAR",15717174,15724463,7290,"-",4,c("g12912.t1", "g12913.t1", "g12914.t1", "g12915.t1")
"1988","PAR",15728806,15741467,12662,"+",4,c("g12917.t1", "g12918.t1", "g12919.t1", "g12920.t1")
"1989","PAR",15751686,15754977,3292,"+",2,c("g12925.t1", "g12926.t1")
"1990","PAR",15756821,15760360,3540,"+",4,c("g12927.t1", "g12928.t1", "g12929.t1", "g12930.t1")
"1991","PAR",15760945,15765227,4283,"+",2,c("g12931.t1", "g12932.t1")
"1992","PAR",15797542,15810225,12684,"+",5,c("g12940.t1", "g12940.t2", "g12942.t1", "g12943.t1", "g12944.t1")
"1993","PAR",15827526,15834065,6540,"-",4,c("g12948.t1", "g12949.t1", "g12950.t1", "g12951.t1")
"1994","PAR",15841844,15849028,7185,"-",2,c("g12952.t1", "g12953.t1")
"1995","PAR",15849879,15853390,3512,"-",2,c("g12954.t1", "g12955.t1")
"1996","PAR",15857724,15860882,3159,"-",2,c("g12958.t1", "g12959.t1")
"1997","PAR",15862746,15864447,1702,"-",2,c("g12960.t1", "g12961.t1")
"1998","PAR",15868003,15884891,16889,"-",5,c("g12963.t1", "g12964.t1", "g12965.t1", "g12966.t1", "g12966.t2")
"1999","PAR",15885409,15894751,9343,"-",7,c("g12967.t1", "g12968.t1", "g12969.t1", "g12969.t2", "g12970.t1", "g12971.t1", "g12972.t1")
"2000","PAR",15916529,15918050,1522,"+",2,c("g12984.t1", "g12985.t1")
"2001","PAR",15927052,15933975,6924,"-",3,c("g12989.t1", "g12990.t1", "g12991.t1")
"2002","PAR",16060483,16065770,5288,"+",3,c("g13029.t1", "g13030.t1", "g13031.t1")
"2003","PAR",16087135,16094321,7187,"+",2,c("g13039.t1", "g13040.t1")
"2004","PAR",16241829,16243649,1821,"-",2,c("g13064.t1", "g13065.t1")
"2005","PAR",16244317,16246411,2095,"-",2,c("g13066.t1", "g13067.t1")
"2006","PAR",16265893,16267511,1619,"-",2,c("g13070.t1", "g13070.t2")
"2007","PAR",16282144,16294030,11887,"-",3,c("g13073.t1", "g13074.t1", "g13075.t1")
"2008","PAR",16307515,16311728,4214,"+",2,c("g13079.t1", "g13080.t1")
"2009","PAR",16316401,16319231,2831,"-",2,c("g13082.t1", "g13082.t2")
"2010","PAR",16494688,16513290,18603,"-",2,c("g13135.t1", "g13136.t1")
"2011","PAR",16599874,16605251,5378,"+",3,c("g13147.t1", "g13148.t1", "g13149.t1")
"2012","PAR",16639756,16654440,14685,"+",4,c("g13161.t2", "g13161.t1", "g13162.t1", "g13163.t1")
"2013","PAR",16678236,16685414,7179,"+",4,c("g13170.t1", "g13171.t1", "g13172.t1", "g13173.t1")
"2014","PAR",16686189,16689720,3532,"+",3,c("g13174.t1", "g13175.t1", "g13176.t1")
"2015","PAR",16690382,16697406,7025,"+",5,c("g13177.t1", "g13177.t2", "g13177.t3", "g13178.t1", "g13179.t1")
"2016","PAR",16698168,16699948,1781,"+",2,c("g13180.t1", "g13181.t1")
"2017","PAR",16727517,16731534,4018,"+",3,c("g13188.t1", "g13189.t1", "g13189.t2")
"2018","PAR",16758010,16761536,3527,"-",2,c("g13192.t1", "g13193.t1")
"2019","PAR",16810964,16817094,6131,"-",4,c("g13206.t1", "g13208.t1", "g13209.t1", "g13209.t2")
"2020","PAR",16817946,16824460,6515,"-",3,c("g13210.t1", "g13211.t1", "g13212.t1")
"2021","PAR",16843646,16859262,15617,"+",2,c("g13217.t1", "g13218.t1")
"2022","XSR",51065,55440,4376,"-",2,c("g13275.t1", "g13276.t1")
"2023","XSR",56160,69480,13321,"-",4,c("g13277.t1", "g13278.t1", "g13279.t1", "g13280.t1")
"2024","XSR",92781,108522,15742,"+",4,c("g13292.t1", "g13293.t1", "g13294.t1", "g13295.t1")
"2025","XSR",233697,251026,17330,"-",2,c("g13321.t1", "g13322.t1")
"2026","XSR",251982,258766,6785,"-",3,c("g13323.t1", "g13323.t2", "g13323.t3")
"2027","XSR",266120,286895,20776,"+",5,c("g13325.t1", "g13326.t1", "g13327.t1", "g13327.t2", "g13328.t1")
"2028","XSR",346636,353140,6505,"-",3,c("g13356.t1", "g13357.t1", "g13358.t1")
"2029","XSR",354179,360517,6339,"+",2,c("g13359.t1", "g13360.t1")
"2030","XSR",364929,371407,6479,"-",3,c("g13363.t1", "g13364.t1", "g13365.t1")
"2031","XSR",373857,377322,3466,"-",2,c("g13367.t1", "g13368.t1")
"2032","XSR",377458,387384,9927,"+",4,c("g13369.t1", "g13370.t1", "g13371.t1", "g13372.t1")
"2033","XSR",416980,419326,2347,"+",2,c("g13383.t1", "g13383.t2")
"2034","XSR",520002,521294,1293,"+",2,c("g13405.t1", "g13406.t1")
"2035","XSR",529516,532706,3191,"+",2,c("g13408.t1", "g13409.t1")
"2036","XSR",532898,537006,4109,"-",3,c("g13410.t1", "g13411.t1", "g13412.t1")
"2037","XSR",538320,544684,6365,"-",2,c("g13413.t1", "g13413.t2")
"2038","XSR",566536,580213,13678,"-",7,c("g13417.t1", "g13418.t1", "g13419.t1", "g13420.t1", "g13420.t2", "g13421.t1", "g13422.t1")
"2039","XSR",587137,594150,7014,"-",5,c("g13425.t1", "g13426.t1", "g13427.t1", "g13428.t1", "g13429.t1")
"2040","XSR",646370,651211,4842,"-",3,c("g13445.t1", "g13446.t1", "g13447.t1")
"2041","XSR",680172,690660,10489,"+",2,c("g13456.t1", "g13457.t1")
"2042","XSR",693442,704419,10978,"-",5,c("g13459.t2", "g13459.t3", "g13459.t1", "g13459.t4", "g13459.t5")
"2043","XSR",701015,711957,10943,"-",7,c("g13459.t1", "g13459.t4", "g13459.t5", "g13461.t1", "g13462.t1", "g13462.t2", "g13463.t1")
"2044","XSR",793550,803818,10269,"+",4,c("g13489.t1", "g13490.t1", "g13491.t1", "g13492.t1")
"2045","XSR",812927,824739,11813,"+",4,c("g13494.t1", "g13495.t1", "g13496.t1", "g13496.t2")
"2046","XSR",829199,832340,3142,"+",2,c("g13498.t1", "g13499.t1")
"2047","XSR",869495,873000,3506,"-",3,c("g13508.t1", "g13509.t1", "g13510.t1")
"2048","XSR",873659,877230,3572,"+",2,c("g13511.t1", "g13512.t1")
"2049","XSR",937273,943404,6132,"+",2,c("g13528.t1", "g13528.t2")
"2050","XSR",993981,1007083,13103,"-",2,c("g13539.t2", "g13539.t1")
"2051","XSR",1008053,1011367,3315,"+",2,c("g13544.t1", "g13545.t1")
"2052","XSR",1012015,1016391,4377,"+",3,c("g13546.t1", "g13547.t1", "g13548.t1")
"2053","XSR",1017577,1025146,7570,"+",5,c("g13549.t1", "g13550.t1", "g13551.t1", "g13552.t1", "g13553.t1")
"2054","XSR",1025865,1027698,1834,"+",2,c("g13554.t1", "g13555.t1")
"2055","XSR",1035810,1039325,3516,"-",2,c("g13557.t1", "g13558.t1")
"2056","XSR",1043455,1051780,8326,"-",2,c("g13560.t1", "g13560.t2")
"2057","XSR",1056645,1066249,9605,"+",3,c("g13563.t1", "g13563.t2", "g13564.t1")
"2058","XSR",1067234,1079811,12578,"-",2,c("g13565.t2", "g13565.t1")
"2059","XSR",1084608,1086906,2299,"-",2,c("g13567.t1", "g13568.t1")
"2060","XSR",1117794,1125671,7878,"-",3,c("g13572.t1", "g13572.t2", "g13573.t1")
"2061","XSR",1127150,1137697,10548,"-",2,c("g13575.t1", "g13576.t1")
"2062","XSR",1141841,1147165,5325,"+",3,c("g13578.t1", "g13579.t1", "g13580.t1")
"2063","XSR",1148162,1154164,6003,"+",3,c("g13581.t1", "g13582.t1", "g13583.t1")
"2064","XSR",1165709,1168350,2642,"-",3,c("g13586.t1", "g13587.t1", "g13587.t2")
"2065","XSR",1208858,1210633,1776,"-",3,c("g13597.t2", "g13597.t3", "g13597.t1")
"2066","XSR",1211937,1214540,2604,"-",2,c("g13598.t1", "g13599.t1")
"2067","XSR",1224919,1238522,13604,"+",3,c("g13603.t1", "g13604.t1", "g13605.t1")
"2068","XSR",1243276,1245348,2073,"+",2,c("g13606.t1", "g13607.t1")
"2069","XSR",1282846,1287481,4636,"-",3,c("g13616.t1", "g13617.t1", "g13618.t1")
"2070","XSR",1337138,1344689,7552,"+",2,c("g13635.t1", "g13636.t1")
"2071","XSR",1364511,1380839,16329,"+",9,c("g13644.t1", "g13645.t1", "g13646.t1", "g13647.t1", "g13648.t1", "g13649.t1", "g13650.t1", "g13651.t1", "g13652.t1")
"2072","XSR",1381449,1389461,8013,"+",4,c("g13653.t1", "g13654.t1", "g13655.t2", "g13655.t1")
"2073","XSR",1386118,1391731,5614,"+",2,c("g13655.t2", "g13655.t1")
"2074","XSR",1392740,1394666,1927,"+",2,c("g13658.t1", "g13659.t1")
"2075","XSR",1395709,1397554,1846,"-",2,c("g13660.t1", "g13661.t1")
"2076","XSR",1457745,1467205,9461,"-",4,c("g13670.t1", "g13671.t1", "g13672.t1", "g13673.t1")
"2077","XSR",1607500,1612378,4879,"+",5,c("g13713.t2", "g13713.t3", "g13713.t1", "g13714.t1", "g13715.t1")
"2078","XSR",1727598,1731123,3526,"-",3,c("g13744.t1", "g13745.t1", "g13746.t1")
"2079","XSR",1731700,1738538,6839,"-",2,c("g13747.t1", "g13748.t1")
"2080","XSR",1739044,1747752,8709,"-",4,c("g13749.t1", "g13749.t2", "g13750.t1", "g13751.t1")
"2081","XSR",1753912,1760756,6845,"-",4,c("g13755.t1", "g13756.t1", "g13757.t1", "g13758.t1")
"2082","XSR",1762811,1781453,18643,"-",7,c("g13759.t2", "g13759.t1", "g13760.t1", "g13761.t1", "g13762.t1", "g13763.t1", "g13763.t2")
"2083","XSR",1794812,1797913,3102,"+",2,c("g13766.t1", "g13766.t2")
"2084","XSR",1825444,1846391,20948,"-",7,c("g13774.t1", "g13775.t1", "g13776.t1", "g13777.t1", "g13778.t1", "g13779.t1", "g13780.t1")
"2085","XSR",1850476,1853757,3282,"+",2,c("g13783.t1", "g13784.t1")
"2086","XSR",1859801,1862267,2467,"+",2,c("g13787.t1", "g13788.t1")
"2087","XSR",1905855,1909799,3945,"-",3,c("g13802.t1", "g13803.t1", "g13804.t1")
"2088","XSR",1910887,1917053,6167,"-",2,c("g13805.t1", "g13806.t1")
"2089","XSR",1925728,1936545,10818,"+",5,c("g13809.t2", "g13809.t1", "g13810.t1", "g13811.t1", "g13811.t2")
"2090","XSR",1938803,1940676,1874,"+",2,c("g13812.t1", "g13813.t1")
"2091","XSR",1941243,1945321,4079,"+",2,c("g13814.t1", "g13814.t2")
"2092","XSR",1947573,1959379,11807,"+",6,c("g13815.t1", "g13816.t1", "g13817.t1", "g13818.t1", "g13819.t1", "g13820.t1")
"2093","XSR",1993524,1998187,4664,"-",2,c("g13825.t1", "g13826.t1")
"2094","XSR",2003933,2006732,2800,"+",2,c("g13829.t2", "g13829.t1")
"2095","XSR",2013000,2017373,4374,"-",4,c("g13831.t1", "g13832.t1", "g13833.t1", "g13834.t1")
"2096","XSR",2018314,2022742,4429,"-",2,c("g13835.t1", "g13836.t1")
"2097","XSR",2023794,2028430,4637,"-",2,c("g13837.t1", "g13838.t1")
"2098","XSR",2048341,2050669,2329,"+",2,c("g13847.t1", "g13848.t1")
"2099","XSR",2054172,2056596,2425,"-",2,c("g13850.t1", "g13851.t1")
"2100","XSR",2064157,2066384,2228,"-",3,c("g13854.t2", "g13854.t1", "g13855.t1")
"2101","XSR",2069527,2071694,2168,"-",2,c("g13858.t1", "g13858.t2")
"2102","XSR",2076097,2082133,6037,"-",3,c("g13860.t1", "g13861.t1", "g13862.t1")
"2103","XSR",2084354,2089797,5444,"-",4,c("g13863.t1", "g13864.t1", "g13865.t1", "g13866.t1")
"2104","XSR",2100895,2117769,16875,"-",4,c("g13870.t1", "g13871.t1", "g13871.t2", "g13871.t3")
"2105","XSR",2217132,2225515,8384,"-",2,c("g13896.t2", "g13896.t1")
"2106","XSR",2247993,2266229,18237,"+",3,c("g13903.t1", "g13903.t2", "g13903.t3")
"2107","XSR",2270622,2276914,6293,"-",3,c("g13905.t1", "g13905.t2", "g13906.t1")
"2108","XSR",2310485,2315391,4907,"+",3,c("g13916.t1", "g13917.t1", "g13918.t1")
"2109","XSR",2316328,2325060,8733,"+",3,c("g13919.t1", "g13919.t2", "g13919.t3")
"2110","XSR",2325335,2331893,6559,"-",2,c("g13920.t1", "g13921.t1")
"2111","XSR",2348260,2358311,10052,"-",2,c("g13926.t1", "g13927.t1")
"2112","XSR",2446256,2449439,3184,"+",3,c("g13944.t1", "g13945.t1", "g13946.t1")
"2113","XSR",2493547,2511438,17892,"+",3,c("g13953.t1", "g13953.t2", "g13953.t3")
"2114","XSR",2532474,2537004,4531,"-",3,c("g13958.t2", "g13958.t1", "g13959.t1")
"2115","XSR",2537505,2559388,21884,"-",6,c("g13960.t1", "g13961.t1", "g13962.t1", "g13962.t2", "g13962.t3", "g13963.t1")
"2116","XSR",2567161,2571983,4823,"-",3,c("g13967.t2", "g13967.t3", "g13967.t1")
"2117","XSR",2572603,2579448,6846,"-",4,c("g13968.t1", "g13969.t1", "g13970.t1", "g13971.t1")
"2118","XSR",2593600,2598882,5283,"-",4,c("g13974.t1", "g13975.t1", "g13976.t1", "g13977.t1")
"2119","XSR",2913107,2929600,16494,"+",4,c("g14061.t1", "g14061.t2", "g14062.t1", "g14063.t1")
"2120","XSR",2957297,2965162,7866,"+",4,c("g14070.t1", "g14071.t1", "g14072.t1", "g14073.t1")
"2121","XSR",2967353,2975588,8236,"+",3,c("g14074.t1", "g14075.t1", "g14076.t1")
"2122","XSR",2977297,2983208,5912,"+",2,c("g14077.t1", "g14078.t1")
"2123","XSR",2989766,2994680,4915,"+",5,c("g14080.t1", "g14080.t2", "g14081.t1", "g14081.t2", "g14082.t1")
"2124","XSR",3000422,3011092,10671,"+",2,c("g14084.t1", "g14085.t1")
"2125","XSR",3021804,3023610,1807,"+",2,c("g14092.t1", "g14093.t1")
"2126","XSR",3037756,3042107,4352,"+",2,c("g14099.t1", "g14100.t1")
"2127","XSR",3082046,3088970,6925,"-",4,c("g14112.t1", "g14113.t1", "g14114.t1", "g14115.t1")
"2128","XSR",3089778,3102485,12708,"+",5,c("g14116.t1", "g14117.t1", "g14118.t1", "g14119.t1", "g14120.t1")
"2129","XSR",3108387,3112558,4172,"-",3,c("g14124.t2", "g14124.t1", "g14125.t1")
"2130","XSR",3116882,3117761,880,"+",2,c("g14127.t1", "g14127.t2")
"2131","XSR",3129235,3131602,2368,"-",2,c("g14132.t1", "g14133.t1")
"2132","XSR",3143633,3149100,5468,"+",2,c("g14137.t1", "g14138.t1")
"2133","XSR",3187451,3201770,14320,"+",6,c("g14152.t1", "g14153.t1", "g14154.t1", "g14155.t1", "g14156.t1", "g14157.t1")
"2134","XSR",3213489,3215600,2112,"+",2,c("g14161.t1", "g14162.t1")
"2135","XSR",3225856,3231941,6086,"-",2,c("g14166.t1", "g14167.t1")
"2136","XSR",3253071,3254649,1579,"-",2,c("g14180.t1", "g14181.t1")
"2137","XSR",3277119,3284741,7623,"+",3,c("g14187.t1", "g14187.t2", "g14187.t3")
"2138","XSR",3287175,3294907,7733,"-",2,c("g14189.t1", "g14190.t1")
"2139","XSR",3308678,3314648,5971,"+",2,c("g14194.t1", "g14195.t1")
"2140","XSR",3317326,3329599,12274,"+",3,c("g14197.t1", "g14198.t1", "g14199.t1")
"2141","XSR",3330799,3343158,12360,"+",4,c("g14200.t1", "g14201.t1", "g14202.t1", "g14203.t1")
"2142","XSR",3357535,3363478,5944,"+",2,c("g14207.t1", "g14208.t1")
"2143","XSR",3368067,3377209,9143,"-",3,c("g14210.t2", "g14210.t1", "g14210.t3")
"2144","XSR",3397961,3406567,8607,"+",3,c("g14217.t1", "g14217.t2", "g14218.t1")
"2145","XSR",3407149,3408534,1386,"+",2,c("g14219.t1", "g14220.t1")
"2146","XSR",3419379,3419994,616,"-",2,c("g14225.t1", "g14225.t2")
"2147","XSR",3423628,3429095,5468,"+",3,c("g14226.t1", "g14227.t1", "g14227.t2")
"2148","XSR",3440792,3450721,9930,"-",7,c("g14233.t1", "g14234.t1", "g14235.t2", "g14235.t3", "g14235.t1", "g14236.t1", "g14237.t1")
"2149","XSR",3451539,3455449,3911,"-",3,c("g14238.t1", "g14239.t1", "g14240.t1")
"2150","XSR",3457684,3460225,2542,"+",2,c("g14242.t1", "g14242.t2")
"2151","XSR",3485283,3489040,3758,"-",2,c("g14254.t1", "g14255.t1")
"2152","XSR",3489275,3491220,1946,"+",2,c("g14256.t1", "g14256.t2")
"2153","XSR",3523481,3526092,2612,"+",2,c("g14266.t1", "g14266.t2")
"2154","XSR",3528392,3532458,4067,"-",2,c("g14268.t1", "g14269.t1")
"2155","XSR",3533366,3541649,8284,"-",3,c("g14270.t1", "g14271.t1", "g14272.t1")
"2156","XSR",3548221,3555600,7380,"+",4,c("g14274.t2", "g14274.t3", "g14274.t1", "g14274.t4")
"2157","XSR",3587107,3594086,6980,"+",2,c("g14285.t1", "g14286.t1")
"2158","XSR",3640311,3642876,2566,"+",2,c("g14299.t1", "g14299.t2")
"2159","XSR",3663396,3670239,6844,"+",3,c("g14306.t1", "g14307.t1", "g14307.t2")
"2160","XSR",3704253,3712473,8221,"-",8,c("g14317.t1", "g14318.t1", "g14319.t1", "g14319.t3", "g14319.t2", "g14320.t1", "g14320.t2", "g14321.t1")
"2161","XSR",3716414,3721097,4684,"-",3,c("g14324.t1", "g14324.t3", "g14324.t2")
"2162","XSR",3746214,3748846,2633,"+",2,c("g14333.t1", "g14334.t1")
"2163","XSR",3752174,3755445,3272,"-",2,c("g14336.t1", "g14337.t1")
"2164","XSR",3764088,3782956,18869,"+",6,c("g14340.t1", "g14341.t1", "g14342.t1", "g14343.t1", "g14344.t1", "g14345.t1")
"2165","XSR",3800199,3806038,5840,"+",4,c("g14348.t2", "g14348.t1", "g14349.t1", "g14350.t1")
"2166","XSR",3806320,3814088,7769,"-",3,c("g14351.t1", "g14352.t1", "g14353.t1")
"2167","XSR",3821171,3832590,11420,"-",8,c("g14355.t1", "g14356.t1", "g14357.t1", "g14358.t1", "g14359.t1", "g14360.t1", "g14361.t1", "g14362.t1")
"2168","XSR",3852471,3858147,5677,"+",2,c("g14369.t1", "g14370.t1")
"2169","XSR",3864188,3869647,5460,"-",2,c("g14373.t1", "g14374.t1")
"2170","XSR",3895149,3906948,11800,"-",5,c("g14377.t1", "g14378.t1", "g14379.t1", "g14380.t1", "g14381.t1")
"2171","XSR",3908255,3910984,2730,"-",3,c("g14382.t1", "g14383.t1", "g14384.t1")
"2172","XSR",3911507,3919004,7498,"-",4,c("g14385.t1", "g14386.t1", "g14387.t1", "g14387.t2")
"2173","XSR",3926544,3929629,3086,"-",2,c("g14391.t1", "g14392.t1")
"2174","XSR",3937289,3942042,4754,"-",2,c("g14394.t1", "g14395.t1")
"2175","XSR",3965512,3968060,2549,"-",2,c("g14406.t1", "g14407.t1")
"2176","XSR",3969304,3971375,2072,"-",2,c("g14408.t1", "g14409.t1")
"2177","XSR",3983630,3998386,14757,"+",4,c("g14411.t1", "g14411.t2", "g14412.t1", "g14413.t1")
"2178","XSR",4061426,4069308,7883,"+",2,c("g14423.t2", "g14423.t1")
"2179","XSR",4097871,4101717,3847,"+",4,c("g14434.t1", "g14434.t2", "g14435.t1", "g14436.t1")
"2180","XSR",4102358,4106164,3807,"+",4,c("g14437.t1", "g14438.t1", "g14439.t1", "g14439.t2")
"2181","XSR",4106756,4112488,5733,"+",2,c("g14440.t1", "g14441.t1")
"2182","XSR",4141656,4146436,4781,"+",3,c("g14449.t1", "g14450.t1", "g14451.t1")
"2183","XSR",4152660,4155939,3280,"+",2,c("g14453.t1", "g14454.t1")
"2184","XSR",4169477,4171239,1763,"-",2,c("g14458.t1", "g14459.t1")
"2185","XSR",4171818,4175734,3917,"-",2,c("g14460.t1", "g14461.t1")
"2186","XSR",4176751,4191517,14767,"-",7,c("g14462.t1", "g14463.t1", "g14464.t1", "g14465.t1", "g14466.t1", "g14467.t1", "g14468.t1")
"2187","XSR",4202773,4205954,3182,"-",2,c("g14470.t1", "g14470.t2")
"2188","XSR",4210050,4212575,2526,"-",2,c("g14471.t1", "g14471.t2")
"2189","XSR",4212739,4215164,2426,"+",2,c("g14472.t1", "g14473.t1")
"2190","XSR",4215712,4217949,2238,"+",2,c("g14474.t1", "g14474.t2")
"2191","XSR",4219842,4224584,4743,"+",3,c("g14476.t1", "g14477.t1", "g14478.t1")
"2192","XSR",4225215,4228064,2850,"+",4,c("g14479.t3", "g14479.t1", "g14479.t2", "g14479.t4")
"2193","XSR",4229859,4234127,4269,"+",4,c("g14480.t1", "g14481.t3", "g14481.t2", "g14481.t1")
"2194","XSR",4241562,4246161,4600,"+",2,c("g14482.t1", "g14483.t1")
"2195","XSR",4246691,4252184,5494,"+",3,c("g14484.t1", "g14485.t1", "g14486.t1")
"2196","XSR",4254019,4261436,7418,"+",2,c("g14487.t2", "g14487.t1")
"2197","XSR",4265469,4271320,5852,"+",3,c("g14489.t1", "g14489.t2", "g14489.t3")
"2198","XSR",4288017,4291764,3748,"+",3,c("g14494.t1", "g14495.t1", "g14495.t2")
"2199","XSR",4295799,4314948,19150,"+",7,c("g14497.t1", "g14498.t1", "g14499.t1", "g14500.t1", "g14501.t1", "g14501.t2", "g14502.t1")
"2200","XSR",4315566,4331817,16252,"-",3,c("g14503.t1", "g14504.t1", "g14504.t2")
"2201","XSR",4344247,4349838,5592,"+",2,c("g14509.t1", "g14510.t1")
"2202","XSR",4350031,4353752,3722,"-",3,c("g14511.t1", "g14512.t1", "g14513.t1")
"2203","XSR",4354727,4363062,8336,"+",7,c("g14514.t1", "g14514.t2", "g14515.t1", "g14516.t1", "g14517.t1", "g14518.t1", "g14519.t1")
"2204","XSR",4364953,4370356,5404,"+",4,c("g14521.t1", "g14522.t1", "g14522.t2", "g14523.t1")
"2205","XSR",4379594,4391593,12000,"-",4,c("g14526.t1", "g14526.t2", "g14526.t3", "g14527.t1")
"2206","XSR",4397890,4400959,3070,"+",2,c("g14529.t1", "g14530.t1")
"2207","XSR",4418041,4427969,9929,"+",2,c("g14536.t1", "g14537.t1")
"2208","XSR",4428227,4433278,5052,"-",5,c("g14538.t1", "g14538.t2", "g14539.t1", "g14540.t1", "g14541.t1")
"2209","XSR",4447567,4461070,13504,"+",3,c("g14543.t1", "g14544.t1", "g14544.t2")
"2210","XSR",4469405,4489538,20134,"-",4,c("g14549.t1", "g14549.t2", "g14550.t1", "g14551.t1")
"2211","XSR",4520966,4522576,1611,"-",2,c("g14563.t1", "g14564.t1")
"2212","XSR",4525063,4528366,3304,"-",2,c("g14566.t1", "g14567.t1")
"2213","XSR",4535046,4541499,6454,"+",4,c("g14571.t1", "g14572.t1", "g14573.t2", "g14573.t1")
"2214","XSR",4542741,4548829,6089,"+",2,c("g14576.t1", "g14577.t1")
"2215","XSR",4549394,4552165,2772,"+",3,c("g14578.t1", "g14579.t1", "g14580.t1")
"2216","XSR",4584102,4595619,11518,"+",2,c("g14582.t1", "g14583.t1")
"2217","XSR",4631134,4633323,2190,"-",2,c("g14593.t1", "g14594.t1")
"2218","XSR",4634674,4643574,8901,"-",3,c("g14595.t1", "g14595.t2", "g14596.t1")
"2219","XSR",4666292,4669919,3628,"-",2,c("g14601.t1", "g14602.t1")
"2220","XSR",4670976,4680520,9545,"-",2,c("g14603.t1", "g14603.t2")
"2221","XSR",4700474,4703632,3159,"-",2,c("g14611.t1", "g14612.t1")
"2222","XSR",4708148,4710441,2294,"-",2,c("g14616.t1", "g14617.t1")
"2223","XSR",4746443,4749323,2881,"-",2,c("g14631.t1", "g14632.t1")
"2224","XSR",4751410,4763707,12298,"-",4,c("g14634.t1", "g14634.t2", "g14635.t1", "g14635.t2")
